9110 23683
4504 4505 96.40
4504 4503 82.82
4504 5467 107.72
4504 5468 86.54
4505 4504 96.40
4505 569 76.62
4505 5468 146.50
4506 7344 628.95
4506 6611 189.37
4506 7810 69.60
4507 7810 70.39
4507 3100 180.84
4507 3441 413.93
4508 1047 61.13
4508 4938 88.45
4508 18 37.36
4509 2244 164.18
4509 1047 91.31
4509 4939 88.09
4509 20 52.03
4510 8142 180.74
4510 4861 132.42
4510 2375 83.27
4511 4512 55.33
4511 7750 155.26
4511 4930 287.47
4511 5165 222.25
4512 3075 169.44
4512 4511 55.33
4512 6559 232.52
4513 3077 243.81
4513 3075 138.03
4513 5814 147.80
4514 4515 175.76
4514 5018 54.42
4514 5400 84.08
4515 4514 175.76
4516 144 35.51
4516 673 133.16
4516 8463 58.46
4517 4496 98.42
4518 822 170.10
4518 8277 313.98
4519 872 8.13
4519 1800 83.98
4519 6543 221.11
4520 1075 101.78
4520 4521 126.69
4520 3998 76.85
4521 4520 126.69
4522 1676 299.00
4522 4960 85.21
4522 5630 103.00
4522 5775 85.32
4523 1688 203.19
4523 4524 84.22
4523 5754 99.52
4523 5755 116.93
4524 8041 7.54
4524 4523 84.22
4525 4526 12.71
4525 8041 71.54
4526 4525 12.71
4526 6205 77.57
4526 3005 67.31
4527 2288 108.17
4527 3938 119.92
4527 9050 32.05
4528 2382 47.10
4528 6057 42.23
4528 2288 166.14
4529 7871 221.00
4530 839 129.99
4530 576 139.95
4530 3184 127.54
4531 1742 121.40
4531 6175 90.72
4531 576 17.56
4532 4533 112.74
4532 1259 150.43
4532 6007 105.33
4533 4532 112.74
4533 6008 205.49
4533 6555 122.12
4534 771 68.18
4534 3100 48.18
4534 8864 205.14
4535 2871 18.60
4535 4535 0.00
4535 4535 0.00
4536 8910 91.89
4536 2607 89.67
4536 948 45.26
4537 949 107.26
4538 6107 34.83
4538 4539 75.32
4538 6993 130.08
4538 5990 68.35
4539 5991 67.89
4539 6108 35.41
4539 2986 168.77
4539 4538 75.32
4540 2249 50.42
4540 4986 140.89
4540 4985 165.71
4541 3994 40.29
4542 4079 187.54
4542 1030 468.65
4542 7045 149.45
4543 4544 72.90
4543 2221 44.84
4544 2914 310.57
4544 4543 72.90
4544 1509 109.54
4545 6251 65.82
4546 1034 195.68
4547 505 1032.24
4547 2572 119.30
4547 3700 61.83
4548 1696 178.58
4548 518 71.37
4548 9022 57.52
4549 6829 59.14
4549 5500 96.90
4549 2229 423.26
4550 6829 37.80
4550 5501 123.57
4550 3899 91.29
4551 5909 17.26
4551 3899 144.87
4551 6837 220.66
4552 3968 101.27
4552 4553 84.31
4552 5037 96.32
4553 4552 84.31
4553 8107 94.40
4553 5156 215.10
4554 3860 136.57
4554 5567 53.39
4555 3860 167.77
4555 7654 11.45
4556 7620 246.31
4556 5019 366.56
4556 1353 199.73
4557 4558 45.95
4557 2144 92.60
4557 5416 90.97
4558 4557 45.95
4558 1871 268.90
4558 2145 93.32
4559 2510 40.82
4560 2208 123.20
4560 4561 34.43
4560 3961 40.64
4561 4380 99.37
4561 4560 34.43
4561 5083 377.71
4562 3069 21.20
4563 4564 81.00
4564 4563 81.00
4564 5788 43.17
4564 1087 81.18
4564 117 78.41
4565 8063 5.51
4565 548 85.43
4565 1300 180.80
4566 1807 233.59
4566 6440 51.24
4566 4824 56.90
4567 6188 80.13
4567 6189 52.77
4567 1732 351.92
4568 4569 46.69
4568 9077 50.64
4568 6173 85.12
4569 4570 122.36
4569 4568 46.69
4569 4029 99.43
4569 5117 178.85
4570 542 31.88
4570 4569 122.36
4571 1238 188.59
4572 4736 70.74
4572 698 40.94
4573 4574 45.65
4573 3498 34.09
4574 4573 45.65
4574 4575 112.62
4574 5898 92.28
4574 2084 92.19
4575 7463 8.15
4575 4574 112.62
4576 4577 60.12
4576 7463 54.51
4576 5918 96.42
4577 4578 54.84
4577 4576 60.12
4578 4577 54.84
4578 6099 110.78
4578 2015 16.59
4579 4580 289.31
4579 2728 81.42
4579 8151 61.40
4580 3107 121.72
4580 2730 73.57
4580 4748 73.55
4581 2732 77.17
4581 3107 160.29
4581 244 105.96
4582 4583 311.25
4583 7561 84.83
4583 6269 135.25
4583 4584 101.90
4583 4582 311.25
4584 3698 176.29
4584 5770 135.90
4584 4585 42.87
4584 4583 101.90
4585 4584 42.87
4586 1428 60.68
4587 8958 52.29
4587 5652 144.37
4587 4485 71.31
4588 3881 338.97
4589 4590 76.47
4589 2583 164.77
4589 5449 91.23
4590 3881 76.09
4590 4589 76.47
4590 8413 136.66
4591 3881 45.37
4592 4325 73.75
4592 6519 124.66
4592 4307 78.12
4593 4325 32.27
4593 6519 57.75
4593 4309 76.41
4594 1430 54.22
4594 6354 34.90
4594 3686 105.11
4595 2627 57.02
4595 1430 57.84
4595 6004 108.30
4596 2627 25.42
4597 4598 46.15
4598 4597 46.15
4598 5317 119.11
4598 5316 129.00
4598 8350 91.79
4599 3309 84.33
4599 6446 63.01
4599 7414 135.68
4600 6112 133.87
4600 7563 44.08
4600 4601 85.81
4601 411 83.64
4601 5972 135.86
4601 2111 181.25
4601 4600 85.81
4602 910 84.43
4602 5679 139.10
4602 4202 230.12
4603 4604 43.11
4604 6114 123.03
4604 2113 231.00
4604 4603 43.11
4605 4606 54.55
4606 4605 54.55
4606 4607 191.55
4606 6183 152.22
4607 4608 123.61
4607 4606 191.55
4607 5054 107.87
4607 6183 141.01
4608 8861 52.52
4608 4607 123.61
4608 6183 234.28
4609 4610 397.68
4609 5053 108.99
4609 2855 121.64
4610 996 87.88
4610 5102 78.30
4611 3131 63.23
4611 5641 188.09
4611 2223 631.46
4612 4613 190.67
4613 3337 91.99
4613 2120 114.80
4613 4612 190.67
4614 2121 114.41
4614 4613 41.64
4614 3338 109.47
4615 2122 115.67
4615 3339 126.40
4615 4614 41.05
4616 2302 176.95
4616 5933 52.98
4616 3784 58.03
4617 4618 228.79
4617 3773 224.82
4617 4672 108.33
4617 4671 108.93
4618 1832 197.00
4618 4617 228.79
4618 4923 108.04
4618 4922 108.48
4619 3762 198.34
4619 1832 189.87
4619 5337 108.56
4619 6153 107.72
4620 5338 108.01
4620 6259 108.21
4620 4621 146.81
4620 4218 170.37
4621 5049 108.26
4621 5048 108.16
4621 4622 161.98
4621 4620 146.81
4622 1190 65.64
4622 5267 39.51
4622 4621 161.98
4623 7971 73.62
4623 8372 91.20
4623 5781 99.80
4624 3416 41.48
4625 4626 186.07
4625 5002 70.35
4625 4629 240.90
4626 4625 186.07
4627 6389 51.75
4627 4628 123.42
4627 2754 107.90
4628 4979 73.56
4628 4629 135.84
4628 4627 123.42
4629 4625 240.90
4629 4628 135.84
4629 5040 73.94
4630 2090 133.92
4630 9033 130.88
4630 3544 356.59
4631 1506 101.97
4632 1300 158.96
4632 1086 143.44
4632 2423 78.55
4632 8063 79.98
4633 4634 35.30
4633 2423 75.66
4633 172 156.63
4633 1084 124.92
4634 4183 44.82
4634 4633 35.30
4634 1083 119.68
4635 4183 23.33
4635 1082 122.03
4635 0 78.36
4636 5951 77.86
4636 1423 42.76
4636 4637 41.84
4636 5552 83.60
4637 4638 38.59
4637 4636 41.84
4637 2810 131.01
4638 4902 79.26
4638 4639 42.13
4638 4637 38.59
4638 2809 126.56
4639 167 112.13
4639 4638 42.13
4639 2808 122.48
4639 4640 78.37
4640 1093 82.13
4640 3940 65.37
4640 4639 78.37
4641 6283 106.73
4641 4642 44.83
4641 171 196.25
4642 4641 44.83
4642 5236 103.25
4642 4643 88.30
4642 4904 360.33
4643 9010 9.01
4643 5093 38.24
4643 4642 88.30
4644 6030 31.39
4644 4645 139.71
4644 5439 94.76
4645 4644 139.71
4646 7831 97.13
4647 4648 101.10
4647 2175 118.08
4647 3386 128.92
4647 6946 104.37
4648 4649 49.79
4648 4647 101.10
4648 2176 117.57
4648 3387 128.00
4649 4648 49.79
4649 2270 48.79
4650 4200 36.70
4650 2446 29.11
4650 4364 63.90
4651 6731 80.74
4651 1457 112.55
4651 4111 453.92
4652 9087 282.29
4652 2008 460.27
4653 6709 181.62
4653 88 167.29
4654 4655 78.60
4654 5162 245.17
4654 2660 31.84
4655 4654 78.60
4655 3527 74.84
4655 5163 230.73
4656 3527 217.09
4656 3898 108.89
4656 2664 242.26
4656 5165 209.19
4657 5116 59.37
4657 2667 322.94
4657 7750 57.93
4657 3898 102.17
4658 5948 14.55
4659 4315 118.65
4660 7622 44.85
4660 971 82.55
4660 5240 237.25
4661 2864 162.12
4662 874 46.87
4662 4127 81.78
4662 6271 39.59
4663 4664 60.06
4663 874 179.88
4663 4128 77.64
4663 6092 93.37
4664 4663 60.06
4665 1798 68.02
4666 1615 84.79
4666 6100 153.74
4666 3391 210.18
4667 5782 49.32
4667 2352 109.75
4667 4919 188.51
4668 2980 112.87
4668 2352 111.27
4668 4920 200.69
4668 3769 220.02
4669 2980 62.32
4670 2992 147.37
4670 4671 84.51
4670 3771 226.56
4671 2992 104.21
4671 3772 224.77
4671 4617 108.93
4671 4670 84.51
4672 4923 227.72
4672 4673 108.78
4672 4617 108.33
4672 8905 209.19
4673 4400 107.61
4673 4924 228.73
4673 4672 108.78
4673 4836 84.24
4674 4926 219.26
4674 5075 88.67
4674 4675 72.50
4674 4463 107.89
4675 4927 197.89
4675 8966 139.17
4675 4674 72.50
4675 3675 72.32
4676 4928 157.97
4676 4677 81.87
4676 2798 110.20
4676 3675 72.25
4677 4676 81.87
4677 6143 141.66
4677 4929 205.59
4678 5084 145.54
4678 2725 79.91
4678 5085 83.53
4679 642 43.53
4679 69 66.03
4680 1691 237.81
4680 4681 140.66
4681 6746 10.01
4681 4680 140.66
4682 4085 60.66
4682 1697 136.84
4682 4683 23.35
4683 5297 212.24
4683 4682 23.35
4683 4684 100.86
4684 1698 119.69
4684 4056 68.02
4684 760 104.61
4684 4683 100.86
4685 1699 144.80
4685 5777 200.58
4685 4686 85.22
4685 760 80.35
4686 4685 85.22
4686 1700 156.52
4686 2068 53.92
4687 2462 61.83
4687 4688 105.99
4687 8780 160.48
4688 4689 101.43
4688 4687 105.99
4688 7289 150.68
4688 5824 161.28
4689 4690 84.98
4689 4688 101.43
4689 5769 162.06
4690 4689 84.98
4690 3370 163.34
4690 5748 161.75
4691 4443 84.61
4692 7570 154.83
4693 261 155.19
4693 3050 83.97
4693 8975 35.47
4694 5786 95.26
4694 5476 78.30
4694 4695 161.44
4694 7664 309.96
4695 5168 123.13
4695 461 213.60
4695 4696 120.74
4695 4694 161.44
4696 460 213.51
4696 4875 221.22
4696 2651 116.47
4696 4695 120.74
4697 5273 94.47
4698 32 329.47
4699 4700 123.98
4699 4761 47.47
4699 5513 247.37
4699 4791 300.62
4700 6487 76.74
4700 4699 123.98
4700 4701 125.02
4701 3801 88.06
4701 4700 125.02
4701 4204 163.41
4701 5811 200.66
4702 4703 53.41
4702 8293 135.76
4702 2759 94.89
4703 4702 53.41
4704 2062 104.16
4704 1668 135.27
4704 2224 1218.76
4704 223 84.25
4705 470 41.84
4705 7388 150.93
4705 4706 81.36
4706 8920 83.19
4706 6450 81.33
4706 4705 81.36
4706 4707 146.26
4707 1021 140.19
4707 6115 82.47
4707 4706 146.26
4708 5942 105.56
4708 1021 84.45
4708 4709 79.40
4709 4798 107.38
4709 4797 81.59
4709 4710 84.09
4709 4708 79.40
4710 4711 83.10
4710 4042 53.20
4710 4709 84.09
4711 4043 46.95
4711 4710 83.10
4711 6139 110.07
4711 4712 105.70
4712 5353 145.23
4712 4711 105.70
4712 5354 139.61
4713 3030 140.04
4713 675 79.86
4714 258 56.23
4714 3030 178.46
4714 5175 92.90
4715 3895 131.21
4715 6335 21.54
4715 671 70.07
4716 4155 70.30
4717 4718 85.49
4717 9016 72.57
4717 2959 94.34
4717 3160 121.36
4718 4719 80.02
4718 4717 85.49
4718 4962 123.87
4718 2960 94.29
4719 6344 125.72
4719 2961 93.42
4719 4720 41.12
4719 4718 80.02
4720 4719 41.12
4721 4722 86.83
4721 2962 92.89
4721 6180 128.35
4722 9092 84.06
4722 4721 86.83
4722 4393 239.30
4723 831 39.24
4723 6516 132.32
4723 563 39.88
4724 4912 200.10
4724 563 79.07
4725 4424 207.89
4725 5853 101.15
4725 6649 82.23
4726 2034 254.13
4726 5969 45.56
4726 6011 404.40
4727 6321 23.69
4727 2171 85.67
4728 2080 109.17
4729 2816 30.89
4729 2362 17.12
4729 3516 38.89
4730 4731 65.90
4730 5648 103.22
4730 5720 1117.18
4731 7811 31.52
4731 4730 65.90
4731 4765 135.86
4732 2042 53.13
4732 399 97.33
4733 4732 154.05
4733 2043 53.14
4733 400 95.41
4734 7569 11.06
4734 2044 42.28
4735 2046 41.94
4735 1789 89.26
4735 4734 188.89
4736 8246 40.55
4737 703 132.87
4737 774 42.78
4738 1791 67.82
4738 705 69.27
4738 1815 90.52
4739 5251 54.06
4739 437 132.68
4739 1749 50.23
4740 5910 41.09
4740 5374 58.27
4740 6839 52.38
4741 476 68.44
4741 844 170.13
4741 477 155.33
4742 6046 50.54
4742 2897 161.65
4742 2320 190.88
4743 208 332.54
4743 2815 159.93
4743 5090 85.46
4743 5746 162.40
4744 4745 91.90
4744 3111 116.70
4745 5312 147.33
4745 3502 92.32
4745 4744 91.90
4746 524 96.41
4746 3103 144.31
4747 4746 142.06
4747 3104 114.98
4747 6241 108.93
4748 4580 73.55
4748 3106 127.01
4748 4908 283.43
4748 431 76.47
4749 4750 97.89
4749 7870 181.13
4749 5110 142.78
4750 4751 183.98
4750 4749 97.89
4750 6088 89.06
4750 6059 82.31
4750 5113 178.99
4751 4750 183.98
4751 1920 41.71
4752 664 94.07
4752 7541 20.53
4752 4753 97.71
4752 5065 94.03
4753 5066 95.83
4753 2308 100.60
4753 4752 97.71
4754 4755 62.60
4754 275 151.13
4754 1614 209.45
4755 4754 62.60
4755 3731 197.52
4755 2774 140.14
4756 3732 194.96
4756 2774 101.68
4756 3606 104.68
4757 7778 30.02
4757 8004 109.43
4757 7957 216.80
4758 8004 13.93
4759 8004 145.95
4760 8082 38.38
4760 1273 311.63
4760 8965 187.40
4761 4762 55.14
4761 4970 39.36
4761 4699 47.47
4762 4761 55.14
4762 4335 139.27
4762 4971 41.12
4763 4764 146.44
4763 6602 87.04
4763 2548 284.33
4764 4763 146.44
4765 4731 135.86
4766 6928 297.60
4766 8382 151.19
4766 5354 117.12
4767 3872 105.14
4767 232 105.80
4768 5890 53.99
4768 1388 143.37
4768 4769 206.56
4768 4941 104.33
4769 265 105.12
4769 9096 103.81
4769 4770 76.66
4770 4769 76.66
4771 4772 63.55
4772 8005 8.24
4772 4771 63.55
4772 7778 85.16
4773 537 64.39
4774 1116 213.20
4774 1896 108.61
4775 4778 23.45
4775 4776 88.59
4775 2745 51.30
4776 3796 137.85
4776 6491 48.84
4776 4777 62.41
4776 4775 88.59
4777 2748 87.85
4777 4776 62.41
4777 3795 156.73
4778 4775 23.45
4778 3797 120.14
4778 1628 101.98
4779 4780 83.59
4779 3789 136.42
4779 1628 85.51
4780 4779 83.59
4780 8237 60.53
4780 3789 139.15
4781 7859 123.05
4781 2060 88.01
4782 1419 129.20
4782 5430 82.09
4782 6055 82.03
4783 622 147.80
4783 5431 84.08
4783 5967 84.64
4783 1419 165.21
4784 2524 43.89
4784 622 123.07
4784 4785 126.18
4784 5905 81.57
4785 2524 82.29
4785 4784 126.18
4785 4786 84.28
4785 7570 82.16
4786 4785 84.28
4787 156 112.43
4787 6090 57.57
4787 6089 62.82
4788 4789 40.48
4788 5552 64.97
4788 4184 118.17
4789 4788 40.48
4789 6598 15.46
4789 4790 218.69
4789 4185 118.98
4790 4789 218.69
4791 4792 67.74
4791 4699 300.62
4791 5613 167.21
4792 4791 67.74
4792 4793 44.13
4792 8130 153.51
4793 7912 72.63
4793 3507 219.04
4793 4792 44.13
4794 4334 72.28
4794 4971 49.71
4794 1906 132.43
4795 3995 52.90
4795 5225 135.30
4795 6064 158.95
4795 8919 72.02
4795 1017 131.10
4796 3995 82.58
4796 6064 86.75
4796 1019 164.64
4796 4797 81.96
4797 1020 163.58
4797 4709 81.59
4797 4796 81.96
4797 6139 124.12
4798 4709 107.38
4798 4799 108.03
4798 5471 85.25
4799 4798 108.03
4799 5734 77.98
4799 4800 127.86
4800 5474 82.85
4800 4799 127.86
4801 3981 176.64
4802 5249 182.91
4802 8717 85.08
4803 4802 88.31
4803 5250 185.08
4803 1635 70.01
4804 1853 87.01
4804 4072 155.67
4804 1637 68.22
4804 4805 42.29
4805 4073 157.36
4805 2418 45.95
4805 4804 42.29
4806 4807 39.08
4806 3575 45.26
4807 4955 91.68
4807 4806 39.08
4807 1641 71.81
4808 6400 73.03
4809 3960 94.02
4809 1904 95.22
4809 2507 89.87
4810 4811 45.06
4810 2510 86.92
4810 3962 74.87
4811 4810 45.06
4811 1503 176.09
4811 4414 81.47
4812 8485 14.31
4812 5855 516.16
4813 3555 217.56
4813 2127 340.37
4814 4815 87.25
4815 4814 87.25
4815 5940 72.12
4815 214 76.32
4816 651 99.18
4817 4818 143.07
4817 6698 119.19
4817 4313 136.10
4818 4817 143.07
4818 5393 148.74
4818 2748 145.68
4819 1712 68.60
4819 1458 163.40
4819 4820 50.14
4820 4819 50.14
4821 3026 83.57
4821 4296 58.76
4821 6458 152.03
4822 8228 180.66
4823 6003 82.46
4823 6355 46.30
4823 4295 75.47
4824 4566 56.90
4824 6428 50.05
4824 1808 222.16
4825 2647 67.89
4826 1398 86.73
4827 7488 88.42
4827 6047 76.50
4827 7484 168.20
4828 4292 85.94
4828 7489 44.59
4828 4291 130.95
4829 3636 30.42
4830 6399 37.04
4830 5000 105.81
4830 3636 69.74
4831 6261 12.19
4831 5001 108.46
4831 1135 72.37
4832 6444 116.78
4832 1827 163.04
4832 4833 77.91
4833 4834 77.81
4833 4832 77.91
4833 1828 163.29
4834 4835 73.53
4834 4833 77.81
4834 6566 120.10
4835 4834 73.53
4835 6153 37.06
4835 1831 166.27
4836 4399 121.70
4836 4673 84.24
4836 2525 151.14
4837 2670 276.60
4837 7751 117.24
4837 6127 164.54
4838 5116 39.93
4838 4930 98.88
4838 2669 328.24
4839 5960 153.42
4839 1654 22.92
4839 1972 60.69
4840 5376 175.88
4840 4841 82.24
4840 228 82.53
4841 5377 173.82
4841 4842 82.88
4841 4840 82.24
4841 714 208.81
4842 5378 174.46
4842 4377 82.08
4842 4841 82.88
4842 715 207.01
4843 5313 81.31
4843 1470 119.66
4843 4377 82.13
4843 5645 345.04
4844 1470 44.47
4845 4846 47.04
4845 1468 179.85
4846 3640 43.43
4846 4845 47.04
4846 721 207.30
4847 5379 137.75
4847 6256 230.14
4847 3867 93.94
4848 7941 22.28
4849 2827 32.68
4850 5896 55.86
4850 2251 52.06
4850 2464 126.91
4851 2466 126.15
4851 4114 50.88
4852 4851 37.18
4853 4852 12.16
4854 3491 49.54
4854 7464 16.64
4855 5453 125.12
4855 4856 97.77
4855 3395 122.33
4856 4855 97.77
4856 3826 78.81
4856 2374 81.51
4857 7970 179.80
4857 8568 27.65
4858 2569 112.17
4858 8587 67.21
4858 8589 469.98
4859 8580 21.15
4859 8581 53.27
4859 7911 262.33
4860 8465 91.75
4860 8578 79.15
4860 316 200.23
4861 1138 22.93
4861 4510 132.42
4861 4862 63.08
4862 3550 102.72
4862 1139 55.59
4862 1141 135.44
4862 4861 63.08
4863 5456 474.77
4863 1734 165.44
4863 1141 125.73
4864 4865 63.33
4864 3552 77.43
4864 1734 57.36
4865 3173 103.42
4865 4864 63.33
4865 4017 53.06
4866 3295 52.22
4866 8548 35.91
4866 8549 63.37
4867 4868 423.35
4867 3163 193.15
4867 6157 126.75
4868 4867 423.35
4868 8355 141.25
4868 5280 283.98
4869 3255 81.05
4870 2358 54.89
4870 5086 26.75
4870 533 79.08
4871 1269 53.00
4872 963 60.28
4872 4102 47.81
4873 4872 109.88
4874 1031 141.99
4875 4696 221.22
4876 5169 119.93
4876 2653 116.96
4876 4877 180.56
4876 460 232.69
4877 5170 123.62
4877 2654 127.69
4877 3262 270.86
4877 4876 180.56
4879 6937 35.13
4879 1960 98.41
4879 2642 234.39
4880 2530 74.86
4880 5696 85.48
4880 4881 97.45
4880 6937 51.55
4881 3753 96.99
4881 4880 97.45
4881 5978 97.69
4881 2645 112.57
4882 3218 19.34
4882 1921 93.22
4882 6066 106.27
4883 7577 109.58
4883 3218 60.93
4883 4966 38.20
4883 6067 104.17
4884 1945 125.28
4884 7577 56.36
4884 4967 41.26
4885 5441 103.55
4885 6037 181.72
4885 974 72.38
4885 1945 72.88
4886 4887 47.50
4886 974 50.47
4886 6038 181.91
4887 4886 47.50
4887 4888 46.52
4887 6039 181.69
4888 4889 45.96
4888 4887 46.52
4889 6040 181.88
4889 4888 45.96
4889 7537 54.61
4890 6041 181.85
4890 4891 44.54
4890 7537 38.78
4891 5596 55.63
4891 4892 174.44
4891 4890 44.54
4892 4891 174.44
4892 6042 184.52
4892 835 94.70
4892 7540 104.89
4893 7539 74.12
4893 6069 103.64
4893 3509 79.35
4894 4895 133.24
4894 7539 64.67
4894 5616 183.81
4895 4896 78.12
4895 6070 105.43
4895 4894 133.24
4896 4895 78.12
4896 4897 55.27
4896 6044 179.94
4896 6071 104.36
4897 4896 55.27
4897 3477 103.55
4898 305 82.24
4898 5514 233.13
4898 2415 199.82
4898 7935 130.47
4898 3474 220.88
4899 8434 64.50
4899 7935 67.01
4899 50 143.13
4900 4901 51.41
4900 993 85.39
4900 5101 170.49
4901 4900 51.41
4901 5546 248.16
4901 8036 63.36
4902 167 50.41
4902 5951 70.46
4903 2809 66.33
4904 8060 4.25
4904 4905 79.26
4904 4642 360.33
4905 2838 91.79
4905 4468 95.04
4905 4904 79.26
4905 9010 369.02
4906 7334 252.36
4907 1967 84.03
4907 5284 320.11
4907 5283 161.88
4907 2023 82.61
4908 8151 14.43
4908 4748 283.43
4908 6966 24.83
4908 430 101.44
4909 4910 127.65
4909 3483 70.44
4910 1684 111.13
4911 6516 89.71
4912 4724 200.10
4913 4044 80.82
4913 2924 91.98
4913 6125 93.01
4914 4044 81.43
4914 5706 76.41
4914 2923 270.83
4915 7538 7.03
4915 836 232.94
4915 6070 184.11
4916 4917 42.75
4916 5535 344.76
4916 6911 170.10
4917 4916 42.75
4917 5515 98.30
4917 5514 189.94
4917 5535 336.27
4918 6782 83.36
4919 2354 112.18
4919 5436 94.30
4919 4667 188.51
4919 4933 117.15
4920 2981 110.04
4920 2354 110.13
4920 1825 211.53
4920 4668 200.69
4921 8092 113.35
4922 4618 108.48
4922 8092 60.25
4922 2801 101.87
4922 2992 123.58
4923 1833 198.37
4923 4672 227.72
4923 4924 108.71
4923 4618 108.04
4924 4402 90.11
4924 4923 108.71
4924 1834 196.73
4924 4673 228.73
4925 1836 197.18
4925 317 50.91
4925 4401 57.76
4926 1838 205.75
4926 4674 219.26
4926 4927 75.85
4926 4464 78.17
4927 1839 227.89
4927 4675 197.89
4927 3676 75.19
4927 4926 75.85
4928 7782 269.82
4928 4676 157.97
4928 4929 95.16
4928 3676 74.05
4929 6645 30.16
4929 4677 205.59
4929 4928 95.16
4930 2671 335.27
4930 2733 76.07
4930 4838 98.88
4930 4511 287.47
4931 13 163.54
4932 1527 120.74
4932 5772 68.69
4932 2581 53.32
4933 4934 110.47
4933 4919 117.15
4933 1823 108.01
4934 4933 110.47
4934 7996 34.22
4934 5350 122.88
4935 1234 98.61
4935 6287 107.62
4935 8500 193.82
4936 9030 12.95
4936 5936 105.97
4936 1234 85.99
4937 4938 205.37
4937 4382 239.32
4937 1577 88.61
4937 16 101.16
4938 1048 64.66
4938 4937 205.37
4938 1578 84.43
4938 4508 88.45
4939 2245 165.05
4939 1048 90.67
4939 4509 88.09
4939 1579 87.35
4940 8901 78.31
4940 3949 173.79
4940 6809 202.10
4941 9096 206.29
4941 1383 137.29
4941 4076 100.37
4941 4768 104.33
4942 5667 132.25
4942 2073 139.61
4942 9096 103.46
4943 8541 61.77
4943 2073 163.91
4943 8540 50.93
4944 4368 97.42
4944 4945 26.04
4944 287 53.76
4945 1178 105.61
4945 4944 26.04
4945 3604 59.40
4946 4369 98.92
4946 6807 127.92
4946 493 84.73
4946 3604 172.56
4947 493 196.67
4947 5540 53.12
4947 8898 83.42
4948 7152 27.20
4948 4305 92.18
4948 5587 130.09
4949 5106 108.83
4949 5105 130.09
4949 4950 92.04
4949 4305 91.54
4950 6276 108.73
4950 5588 130.09
4950 4951 61.06
4950 4949 92.04
4951 1857 120.60
4951 4950 61.06
4951 3059 73.13
4951 5029 48.78
4952 2380 124.26
4952 7933 83.38
4952 7659 79.87
4953 2380 35.40
4954 7235 60.82
4954 1429 244.92
4955 5680 38.28
4955 4473 96.85
4955 4807 91.68
4956 7818 4.62
4956 2447 88.20
4956 4112 101.45
4957 4366 37.30
4957 4200 37.77
4957 5728 148.73
4958 4109 60.26
4958 4366 178.22
4958 7483 107.16
4959 4109 275.95
4959 5014 133.12
4959 8470 904.15
4960 4961 104.14
4960 6343 84.60
4960 4522 85.21
4961 4390 203.09
4961 4960 104.14
4961 5631 83.34
4961 5630 85.57
4962 4718 123.87
4962 6344 62.36
4962 3160 86.48
4963 4964 137.47
4963 3192 163.14
4963 5576 279.07
4963 5575 84.49
4964 8116 164.16
4964 4963 137.47
4964 2144 83.37
4964 5415 87.07
4965 2194 151.55
4965 2140 122.50
4965 2056 214.87
4965 5926 123.06
4966 6036 66.65
4966 4967 166.23
4966 4883 38.20
4967 1407 60.80
4967 4884 41.26
4967 5562 129.38
4967 4966 166.23
4968 255 82.16
4969 6584 106.44
4970 4971 54.60
4970 7250 35.02
4970 4761 39.36
4971 4794 49.71
4971 4970 54.60
4971 4762 41.12
4971 4333 63.76
4972 1774 100.97
4972 1070 102.03
4972 6507 40.55
4973 1774 106.00
4973 3759 82.17
4973 7828 76.23
4973 5949 48.60
4974 2957 60.52
4974 3084 96.37
4974 4429 131.54
4975 2957 43.59
4975 4428 119.87
4975 3083 123.30
4976 8269 122.99
4976 4998 175.07
4977 6683 33.32
4977 6682 33.58
4977 8376 73.80
4978 5041 370.05
4978 5040 152.15
4978 2503 95.92
4979 4628 73.56
4980 4746 108.15
4980 6241 143.64
4980 524 145.61
4981 3102 75.65
4981 5081 85.52
4981 3103 70.64
4982 2944 97.63
4982 5322 116.47
4983 4984 154.65
4983 6451 77.45
4983 6583 95.74
4984 4983 154.65
4984 6012 84.08
4984 3111 47.90
4985 4744 150.82
4985 5312 92.99
4985 5311 102.86
4986 6242 50.08
4986 9051 52.75
4987 1456 14.74
4987 1813 27.22
4987 2448 123.01
4988 4989 102.23
4988 3069 54.65
4988 8172 84.28
4989 8172 133.59
4989 4988 102.23
4989 1437 101.77
4989 5870 199.54
4990 778 161.63
4991 3918 289.40
4991 5829 38.42
4991 7479 63.48
4992 4993 253.31
4992 1485 95.26
4992 5143 88.07
4993 4992 253.31
4993 1487 93.73
4993 5144 86.71
4994 5485 66.80
4994 4354 183.18
4994 1505 96.24
4995 3458 146.36
4995 6233 226.01
4995 5336 180.73
4995 6405 93.93
4996 4997 136.74
4996 4022 300.12
4996 5142 82.66
4996 2456 101.05
4997 2393 131.27
4997 4996 136.74
4997 5203 82.21
4997 2457 100.60
4998 4976 175.07
4999 4692 44.64
4999 701 91.07
4999 5774 328.21
5000 5200 87.19
5000 4830 105.81
5000 1136 69.89
5001 4831 108.46
5001 8690 66.91
5001 5187 92.89
5002 4625 70.35
5002 6680 77.85
5002 7409 68.92
5003 4370 79.94
5003 2685 139.30
5003 7443 68.56
5004 7443 113.98
5004 6349 38.85
5004 8921 7.78
5005 1259 71.86
5005 5006 144.83
5005 2518 60.15
5005 5190 82.41
5006 5007 109.27
5006 5005 144.83
5006 5192 79.93
5006 1257 65.95
5007 1258 109.28
